country,country_ja,region,region_ja,year,population,life_expectancy,fertility
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1980,6319113,75.97,1.55
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1985,6469824,77.22,1.52
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1990,6711693,77.94,1.58
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1995,7038297,78.91,1.48
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,2000,7182059,80.3,1.49
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,2005,7428435,81.69,1.42
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1955,23821353,47.32,6.49
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1960,27510980,49.53,6.36
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1965,31374536,53.39,6.02
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1970,35540990,57.13,5.63
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1975,39673590,60.74,5.07
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1980,44089069,64.06,4.43
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1985,49175673,66.65,3.76
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1990,54324142,68.75,3.13
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,1995,59305490,70.85,2.79
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,2000,64113547,74.73,2.51
Turkey,トルコ,Europe & Central Asia,ヨーロッパ・中央アジア,2005,68704715,76.81,2.22
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1955,51193266,70.46,2.3
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1960,52543017,71.17,2.73
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1965,54229565,71.65,2.88
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1970,55650166,72.08,2.44
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1975,56266842,72.78,1.81
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1980,56326328,73.79,1.89
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1985,56643045,74.81,1.79
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1990,57210442,75.85,1.83
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,1995,57930364,76.84,1.71
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,2000,58850043,77.97,1.64
United Kingdom,イギリス,Europe & Central Asia,ヨーロッパ・中央アジア,2005,60383741,79.33,1.76
United States,アメリカ合衆国,America,アメリカ大陸,1955,161136449,69.86,3.47
United States,アメリカ合衆国,America,アメリカ大陸,1960,176188578,70.06,3.58
United States,アメリカ合衆国,America,アメリカ大陸,1965,189703283,70.37,2.87
United States,アメリカ合衆国,America,アメリカ大陸,1970,200328340,70.93,2.47
United States,アメリカ合衆国,America,アメリカ大陸,1975,211274535,72.73,1.77
United States,アメリカ合衆国,America,アメリカ大陸,1980,223140018,73.96,1.83
United States,アメリカ合衆国,America,アメリカ大陸,1985,235146182,74.91,1.84
United States,アメリカ合衆国,America,アメリカ大陸,1990,248083732,75.72,2.07
United States,アメリカ合衆国,America,アメリカ大陸,1995,265660556,76.08,1.97
United States,アメリカ合衆国,America,アメリカ大陸,2000,282398554,77.03,2.05
United States,アメリカ合衆国,America,アメリカ大陸,2005,296842670,77.73,2.06
Venezuela,ベネズエラ,America,アメリカ大陸,1955,6752139,61.16,6.53
Venezuela,ベネズエラ,America,アメリカ大陸,1960,8156937,65.17,6.42
Venezuela,ベネズエラ,America,アメリカ大陸,1965,9688138,66.03,6.03
Venezuela,ベネズエラ,America,アメリカ大陸,1970,11355475,66.51,5.32
Venezuela,ベネズエラ,America,アメリカ大陸,1975,13176387,67.6,4.69
Venezuela,ベネズエラ,America,アメリカ大陸,1980,15210443,69.66,4.2
Venezuela,ベネズエラ,America,アメリカ大陸,1985,17402304,71.56,3.79
Venezuela,ベネズエラ,America,アメリカ大陸,1990,19750579,72.44,3.45
Venezuela,ベネズエラ,America,アメリカ大陸,1995,22107286,72.61,3.08
Venezuela,ベネズエラ,America,アメリカ大陸,2000,24427729,74.17,2.82
Venezuela,ベネズエラ,America,アメリカ大陸,2005,26668785,75.01,2.63
